28, 18394, 5, 0
18394, 18395, 5, 0
18395, 24116, 5, 0
24116, 24117, 5, 0
24117, 18396, 5, 0
18396, 18397, 5, 0
18397, 226, 5, 0
226, 18400, 5, 0
18400, 30916, 5, 0
30916, 21957, 5, 0
21957, 31617, 5, 0
31617, 22386, 5, 0
22386, 15005, 5, 0
15005, 15006, 5, 0
15006, 15007, 5, 0
15007, 24646, 5, 0
24646, 16537, 5, 0
16537, 16538, 5, 0
16538, 22397, 5, 0
22397, 268, 5, 0
268, 22400, 5, 0
22400, 22401, 5, 0
22401, 21198, 5, 0
21198, 22403, 5, 0
22403, 23266, 5, 0
23266, 22404, 5, 0
22404, 22405, 5, 0
22405, 4, 5, 0
4, 22406, 5, 0
22406, 23308, 5, 0
23308, 5, 5, 0
5, 22407, 5, 0
22407, 23311, 5, 0
23311, 22408, 5, 0
22408, 22409, 5, 0
22409, 23319, 5, 0
23319, 7, 5, 0
7, 22474, 5, 0
22474, 22475, 5, 0
22475, 22477, 5, 0
22477, 22478, 5, 0
22478, 22596, 5, 0
22596, 22479, 5, 0
22479, 22480, 5, 0
22480, 22481, 5, 0
22481, 22482, 5, 0
22482, 22483, 5, 0
22483, 22484, 5, 0
22484, 22486, 5, 0
22486, 22487, 5, 0
22487, 22488, 5, 0
22488, 8, 5, 0
8, 22490, 5, 0
22490, 22491, 5, 0
22491, 22494, 5, 0
22494, 22495, 5, 0
22495, 22498, 5, 0
22498, 22499, 5, 0
22499, 9, 5, 0
9, 25867, 5, 0
25867, 22503, 5, 0
22503, 22509, 5, 0
22509, 22511, 5, 0
22511, 22512, 5, 0
22512, 22513, 5, 0
22513, 22515, 5, 0
22515, 22517, 5, 0
22517, 21200, 5, 0
21200, 22520, 5, 0
22520, 22521, 5, 0
22521, 22522, 5, 0
22522, 22524, 5, 0
22524, 22525, 5, 0
22525, 22526, 5, 0
22526, 22537, 5, 0
22537, 22538, 5, 0
22538, 25924, 5, 0
25924, 22539, 5, 0
22539, 30391, 5, 0
30391, 327, 5, 0
327, 23056, 5, 0
23056, 30293, 5, 0
30293, 22649, 5, 0
22649, 23058, 5, 0
23058, 23055, 5, 0
23055, 25925, 5, 0
25925, 30754, 5, 0
30754, 22602, 5, 0
22602, 23054, 5, 0
23054, 22603, 5, 0
22603, 25877, 5, 0
25877, 25878, 5, 0
25878, 25926, 5, 0
25926, 25927, 5, 0
25927, 30392, 5, 0
30392, 20590, 5, 0
31294, 20610, 5, 0
20610, 20611, 5, 0
20611, 20612, 5, 0
20612, 20613, 5, 0
20613, 20614, 5, 0
20614, 20615, 5, 0
20615, 15271, 5, 0
15271, 20616, 5, 0
20616, 20617, 5, 0
20617, 20618, 5, 0
20618, 20619, 5, 0
20619, 20622, 5, 0
20622, 20623, 5, 0
20623, 20624, 5, 0
20624, 20625, 5, 0
20625, 20626, 5, 0
20626, 20627, 5, 0
20627, 277, 5, 0
277, 20628, 5, 0
20628, 20629, 5, 0
20629, 20630, 5, 0
20630, 20631, 5, 0
20631, 20632, 5, 0
20632, 20633, 5, 0
20633, 20634, 5, 0
20634, 20635, 5, 0
20635, 20636, 5, 0
20636, 20637, 5, 0
20637, 20638, 5, 0
20638, 20639, 5, 0
20639, 20640, 5, 0
20640, 20641, 5, 0
20641, 20642, 5, 0
20642, 20643, 5, 0
20643, 20645, 5, 0
20645, 20646, 5, 0
20646, 31140, 5, 0
31140, 283, 5, 0
20704, 20705, 5, 0
20705, 20706, 5, 0
20706, 20707, 5, 0
20707, 20708, 5, 0
20708, 20709, 5, 0
20709, 20710, 5, 0
20710, 20711, 5, 0
20711, 20712, 5, 0
20712, 20713, 5, 0
20713, 20714, 5, 0
20714, 20715, 5, 0
20715, 20717, 5, 0
20717, 20716, 5, 0
20716, 20718, 5, 0
20718, 20719, 5, 0
20719, 20720, 5, 0
20720, 20721, 5, 0
20721, 20722, 5, 0
20722, 21208, 5, 0
21208, 20723, 5, 0
20723, 20724, 5, 0
20724, 20725, 5, 0
20725, 297, 5, 0
297, 20726, 5, 0
20726, 20958, 5, 0
20958, 20727, 5, 0
20727, 20728, 5, 0
20728, 20729, 5, 0
20729, 20735, 5, 0
20735, 20925, 5, 0
20925, 20804, 5, 0
20804, 20731, 5, 0
20731, 20732, 5, 0
20732, 20642, 5, 0
20642, 20643, 5, 0
20643, 20645, 5, 0
20645, 20646, 5, 0
20646, 31140, 5, 0
31140, 283, 5, 0
317, 25037, 5, 0
25037, 25038, 5, 0
25038, 25036, 5, 0
25036, 24639, 5, 0
24639, 24640, 5, 0
24640, 24641, 5, 0
24641, 25039, 5, 0
25039, 25040, 5, 0
25040, 25041, 5, 0
25041, 25042, 5, 0
25042, 25043, 5, 0
25043, 14781, 5, 0
14781, 25915, 5, 0
25915, 25044, 5, 0
25044, 25045, 5, 0
25045, 25046, 5, 0
25046, 25047, 5, 0
25047, 25048, 5, 0
25048, 25064, 5, 0
25064, 25069, 5, 0
25069, 25072, 5, 0
25072, 22277, 5, 0
22277, 22278, 5, 0
22278, 22279, 5, 0
22279, 25075, 5, 0
25075, 309, 5, 0
309, 25078, 5, 0
25078, 25079, 5, 0
25079, 25080, 5, 0
25080, 25082, 5, 0
25082, 25083, 5, 0
25083, 25084, 5, 0
25084, 310, 5, 0
310, 25085, 5, 0
25085, 25086, 5, 0
25086, 25087, 5, 0
25087, 25088, 5, 0
25088, 25089, 5, 0
25089, 25916, 5, 0
25916, 16293, 5, 0
16293, 25090, 5, 0
25090, 25091, 5, 0
25091, 25092, 5, 0
25092, 25093, 5, 0
25093, 25094, 5, 0
25094, 311, 5, 0
305, 20768, 5, 0
20768, 20770, 5, 0
20770, 20771, 5, 0
20771, 20772, 5, 0
20772, 20773, 5, 0
20773, 20774, 5, 0
20774, 20775, 5, 0
20775, 20776, 5, 0
20776, 20777, 5, 0
20777, 20778, 5, 0
20778, 20779, 5, 0
20779, 20780, 5, 0
20780, 20781, 5, 0
20781, 20782, 5, 0
20782, 20843, 5, 0
20843, 319, 5, 0
319, 20785, 5, 0
20785, 20784, 5, 0
20784, 20786, 5, 0
20786, 20787, 5, 0
20787, 20788, 5, 0
20788, 320, 5, 0
320, 20791, 5, 0
20791, 20792, 5, 0
20792, 20793, 5, 0
20793, 20794, 5, 0
20794, 20795, 5, 0
20795, 20796, 5, 0
20796, 20797, 5, 0
20797, 321, 5, 0
321, 20789, 5, 0
20789, 20790, 5, 0
20790, 20799, 5, 0
20799, 20800, 5, 0
20800, 20801, 5, 0
20801, 20802, 5, 0
20802, 20803, 5, 0
20803, 20925, 5, 0
20925, 20804, 5, 0
20804, 20731, 5, 0
20731, 20732, 5, 0
20732, 20642, 5, 0
20642, 20643, 5, 0
20643, 20645, 5, 0
20645, 20646, 5, 0
20646, 31140, 5, 0
31140, 283, 5, 0
21962, 22335, 5, 0
22335, 22336, 5, 0
22336, 326, 5, 0
326, 22337, 5, 0
22337, 1107, 5, 0
1107, 23039, 5, 0
23039, 22481, 5, 0
22481, 22482, 5, 0
22482, 22483, 5, 0
22483, 22484, 5, 0
22484, 22486, 5, 0
22486, 22487, 5, 0
22487, 22488, 5, 0
22488, 8, 5, 0
8, 22490, 5, 0
22490, 22493, 5, 0
22493, 22491, 5, 0
22491, 22494, 5, 0
22494, 22495, 5, 0
22495, 22498, 5, 0
22498, 22499, 5, 0
22499, 9, 5, 0
9, 25867, 5, 0
25867, 22503, 5, 0
22503, 22509, 5, 0
22509, 22511, 5, 0
22511, 22512, 5, 0
22512, 22513, 5, 0
22513, 22515, 5, 0
22515, 22517, 5, 0
22517, 21200, 5, 0
21200, 22520, 5, 0
22520, 22521, 5, 0
22521, 22522, 5, 0
22522, 22524, 5, 0
22524, 22525, 5, 0
22525, 22526, 5, 0
22526, 22537, 5, 0
22537, 22538, 5, 0
22538, 25924, 5, 0
25924, 22539, 5, 0
22539, 30391, 5, 0
30391, 23056, 5, 0
23056, 30293, 5, 0
30293, 23059, 5, 0
23059, 329, 5, 0
329, 23060, 5, 0
23060, 23061, 5, 0
23061, 25881, 5, 0
25881, 23062, 5, 0
23062, 23063, 5, 0
23063, 25883, 5, 0
25883, 23064, 5, 0
23064, 23065, 5, 0
23065, 23066, 5, 0
23066, 23067, 5, 0
23067, 23068, 5, 0
23068, 23070, 5, 0
23070, 25933, 5, 0
25933, 23071, 5, 0
23071, 30759, 5, 0
30759, 330, 5, 0
330, 23080, 5, 0
23080, 30669, 5, 0
30669, 23083, 5, 0
23083, 23084, 5, 0
23084, 23085, 5, 0
23085, 23087, 5, 0
23087, 23089, 5, 0
23089, 23090, 5, 0
23090, 23092, 5, 0
23092, 23091, 5, 0
23091, 23093, 5, 0
23093, 331, 5, 0
331, 23094, 5, 0
23094, 25945, 5, 0
25945, 23095, 5, 0
23095, 23096, 5, 0
23096, 23097, 5, 0
23097, 30760, 5, 0
30760, 25946, 5, 0
25946, 332, 5, 0
31347, 31289, 5, 0
