1,28,18394,5
2,18394,18395,5
3,18395,24116,5
4,24116,24117,5
5,24117,18396,5
6,18396,18397,5
7,18397,226,5
8,226,18400,5
9,18400,30916,5
10,30916,21957,5
11,21957,31617,5
12,31617,22386,5
13,22386,15005,5
14,15005,15006,5
15,15006,15007,5
16,15007,24646,5
17,24646,16537,5
18,16537,16538,5
19,16538,22397,5
20,22397,268,5
21,268,22400,5
22,22400,22401,5
23,22401,21198,5
24,21198,22403,5
25,22403,23266,5
26,23266,22404,5
27,22404,22405,5
28,22405,4,5
29,4,22406,5
30,22406,23308,5
31,23308,5,5
32,5,22407,5
33,22407,23311,5
34,23311,22408,5
35,22408,22409,5
36,22409,23319,5
37,23319,7,5
38,7,22474,5
39,22474,22475,5
40,22475,22477,5
41,22477,22478,5
42,22478,22596,5
43,22596,22479,5
44,22479,22480,5
45,22480,22481,5
46,22481,22482,5
47,22482,22483,5
48,22483,22484,5
49,22484,22486,5
50,22486,22487,5
51,22487,22488,5
52,22488,8,5
53,8,22490,5
54,22490,22491,5
55,22491,22494,5
56,22494,22495,5
57,22495,22498,5
58,22498,22499,5
59,22499,9,5
60,9,25867,5
61,25867,22503,5
62,22503,22509,5
63,22509,22511,5
64,22511,22512,5
65,22512,22513,5
66,22513,22515,5
67,22515,22517,5
68,22517,21200,5
69,21200,22520,5
70,22520,22521,5
71,22521,22522,5
72,22522,22524,5
73,22524,22525,5
74,22525,22526,5
75,22526,22537,5
76,22537,22538,5
77,22538,25924,5
78,25924,22539,5
79,22539,30391,5
80,30391,327,5
81,327,23056,5
82,23056,30293,5
83,30293,22649,5
84,22649,23058,5
85,23058,23055,5
86,23055,25925,5
87,25925,30754,5
88,30754,22602,5
89,22602,23054,5
90,23054,22603,5
91,22603,25877,5
92,25877,25878,5
93,25878,25926,5
94,25926,25927,5
95,25927,30392,5
96,30392,20590,5
97,31294,20610,5
98,20610,20611,5
99,20611,20612,5
100,20612,20613,5
101,20613,20614,5
102,20614,20615,5
103,20615,15271,5
